"review","reply"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"Order four rice but received only one. Paid total for rice $4.50.  Kindly check order before packing. ","Thank you for your feedback. We apologise we may have overlooked on your order. We hope we can do better next time!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"food was delivered hot.Fries not like my previous order where the fries are more crispy. Today abit soggy","We apologise that we aren't able to meet your expectations this time around. We hope it won't deter you to order food from us again."
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"on time delivery..worth waiting..","Thank you for rating us 5 stars. Come back again anytime soon!"
"all orders came accurately ","Thank you for rating us 5 stars. Come back again anytime soon!"
"???????????????","Thank you for rating us 5 stars. Come back again anytime soon!"
"i dunno who gave them the idea that they can blend Arabic cuisine with bland Chinese cuisine. The output, as expected was a tasteless food with no class, saltless, spinach leaves. My first n last ordr","We are Arab. We know how to make Arabic food. You might be Indian or other nationality ,so you aren't familiar with the Arab food. Obviously you don't know the taste of the food and you mentioned its Chinese cuisine. "
"efficient, nicely packed and delicious to boot! Kudos!","Thank you for your positive feedback and rating us 5 stars. We are glad that you enjoyed our food. Come back again anytime soon!"
"Tom yam fried rice has always been our family's favourite and we also ordered fish fried beehoon today.  the beehoon is really good","Your 5 stars rating made our day. Come back again for more great food!"
"Taste is there and yummy but the texture is too tough for a satay. Should really see again on the meat they use.","Thank you for your feedback.
Please know that we will be addressing this review with the relevant team to improve on our food quality and do better in the future. We hope it won't deter you to order food from us again."
"Food delivered fast and hot. Hk fried noodles nice but tahu goreng not my expectation, the peanut gravy too little not nice burnt taste ","Thank you for your feedback. Please know that we will be addressing
this review with the relevant team to improve on our food quality and do better next time."
"The best nasi sambal goreng! Spicy, full of flavours and portions for all the dishes very generous. Good for 2, great a for big eaters. Worth the price ","Thanks... lucky u never say expensive ????????"
"Tooo expensive for nasi sambal goreng and nasi padang, ","A tips for.cheapskate.... go cook urself.. ????"
"Excellent as akways!","Thankiu....."
"The taste was not as before when i usually bought the tom yum fried rice","We are sorry you felt your recent experience with us was only 2 stars worthy. We hope we can do better next time!"
"Food was great and tasty","Your 5 stars rating made our day! Come back again anytime soon for more great food!"
"Always the best. ","Thank you for rating us 5 stars. Come back again anytime soon!"
"Food was delicious and big portion for $18 medium fried rice","Thank you for taking the time to share your feedback. We are happy to know that we met your expectation."
"Cereal oats taste good but the flour too much. Ketam telur asin i was expecting creamy. But is the dry kind . The kamheong lala is nice.","Thank you for rating us 4 stars. Please know that we will be addressing this review with the team to improve on our food quality and do better in the future. We hope it won't deter you to order food from us again."
